"guid","DisplayName","Description","Category","Version","ResourceID"
"0a9fbe0d-c5c4-4da8-87d8-f4fd77338835","Azure Defender for open-source relational databases should be enabled","Azure Defender for open-source relational databases detects anomalous activities indicating unusual and potentially harmful attempts to access or exploit databases. Learn more about the capabilities of Azure Defender for open-source relational databases at https://aka.ms/AzDforOpenSourceDBsDocu. Important: Enabling this plan will result in charges for protecting your open-source relational databases. Learn about the pricing on Security Center's pricing page: https://aka.ms/pricing-security-center","Security Center","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0a9fbe0d-c5c4-4da8-87d8-f4fd77338835"
"0aa61e00-0a01-4a3c-9945-e93cffedf0e6","Azure Container Instance container group should use customer-managed key for encryption","Secure your containers with greater flexibility using customer-managed keys. When you specify a customer-managed key, that key is used to protect and control access to the key that encrypts your data. Using customer-managed keys provides additional capabilities to control rotation of the key encryption key or cryptographically erase data.","Container Instance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0aa61e00-0a01-4a3c-9945-e93cffedf0e6"
"0abbac52-57cf-450d-8408-1208d0dd9e90","Microsoft Managed Control 1044 - Unsuccessful Logon Attempts","Microsoft implements this Access Control control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0abbac52-57cf-450d-8408-1208d0dd9e90"
"0adc5395-9169-4b9b-8687-af838d69410a","Configure Azure Arc enabled Kubernetes clusters to install the Azure Policy extension","Deploy Azure Policy's extension for Azure Arc to provide at-scale enforcements and safeguard your Arc enabled Kubernetes clusters in a centralized, consistent manner. Learn more at https://aka.ms/akspolicydoc.","Kubernetes","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0adc5395-9169-4b9b-8687-af838d69410a"
"0afb38a3-5e1c-4339-9ab4-df6a3dfc7da2","Microsoft Managed Control 1804 - Governance And Privacy Program ","Microsoft implements this Accountability, Audit, and Risk Management control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0afb38a3-5e1c-4339-9ab4-df6a3dfc7da2"
"0afce0b3-dd9f-42bb-af28-1e4284ba8311","Microsoft Managed Control 1253 - Contingency Plan | Resume Essential Missions / Business Functions","Microsoft implements this Contingency Planning control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0afce0b3-dd9f-42bb-af28-1e4284ba8311"
"0b026355-49cb-467b-8ac4-f777874e175a","Configure Azure Web PubSub Service to use private DNS zones","Use private DNS zones to override the DNS resolution for a private endpoint. A private DNS zone links to your virtual network to resolve to Azure Web PubSub service. Learn more at: https://aka.ms/awps/privatelink.","Web PubSub","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0b026355-49cb-467b-8ac4-f777874e175a"
"0b0434ec-2bad-4229-965f-bb7ae5a71257","[Preview]: Azure Backup should be enabled for AKS clusters","Ensure protection of your AKS Clusters by enabling Azure Backup. Azure Backup for AKS is a secure and cloud native data protection solution for AKS clusters.","Backup","1.0.0-preview","/providers/Microsoft.Authorization/policyDefinitions/0b0434ec-2bad-4229-965f-bb7ae5a71257"
"0b15565f-aa9e-48ba-8619-45960f2c314d","Email notification to subscription owner for high severity alerts should be enabled","To ensure your subscription owners are notified when there is a potential security breach in their subscription, set email notifications to subscription owners for high severity alerts in Security Center.","Security Center","2.1.0","/providers/Microsoft.Authorization/policyDefinitions/0b15565f-aa9e-48ba-8619-45960f2c314d"
"0b1aa965-7502-41f9-92be-3e2fe7cc392a","Microsoft Managed Control 1046 - Unsuccessful Logon Attempts | Purge / Wipe Mobile Device","Microsoft implements this Access Control control","Regulatory Compliance","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0b1aa965-7502-41f9-92be-3e2fe7cc392a"
"0b291ee8-3140-4cad-beb7-568c077c78ce","Microsoft Managed Control 1020 - Account Management | Role-Based Schemes","Microsoft implements this Access Control control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0b291ee8-3140-4cad-beb7-568c077c78ce"
"0b60c0b2-2dc2-4e1c-b5c9-abbed971de53","Key vaults should have deletion protection enabled","Malicious deletion of a key vault can lead to permanent data loss. You can prevent permanent data loss by enabling purge protection and soft delete. Purge protection protects you from insider attacks by enforcing a mandatory retention period for soft deleted key vaults. No one inside your organization or Microsoft will be able to purge your key vaults during the soft delete retention period. Keep in mind that key vaults created after September 1st 2019 have soft-delete enabled by default.","Key Vault","2.1.0","/providers/Microsoft.Authorization/policyDefinitions/0b60c0b2-2dc2-4e1c-b5c9-abbed971de53"
"0b653845-2ad9-4e09-a4f3-5a7c1d78353d","Microsoft Managed Control 1115 - Audit Review, Analysis, And Reporting","Microsoft implements this Audit and Accountability control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0b653845-2ad9-4e09-a4f3-5a7c1d78353d"
"0b6b8abb-7761-4e02-ae0e-2c873b5152ca","Enable logging by category group for Azure Spring Apps (microsoft.appplatform/spring) to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for Azure Spring Apps (microsoft.appplatform/spring).","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0b6b8abb-7761-4e02-ae0e-2c873b5152ca"
"0b726841-c441-44ed-a2cc-d321e3be3ed7","Enable logging by category group for microsoft.networkcloud/storageappliances to Event Hub","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to an Event Hub for microsoft.networkcloud/storageappliances.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0b726841-c441-44ed-a2cc-d321e3be3ed7"
"0b7ef78e-a035-4f23-b9bd-aff122a1b1cf","Azure Cosmos DB throughput should be limited","This policy enables you to restrict the maximum throughput your organization can specify when creating Azure Cosmos DB databases and containers through the resource provider. It blocks the creation of autoscale resources.","Cosmos DB","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0b7ef78e-a035-4f23-b9bd-aff122a1b1cf"
"0ba211ef-0e85-2a45-17fc-401d1b3f8f85","Document requirements for the use of shared data in contracts","CMA_0197 - Document requirements for the use of shared data in contracts","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0ba211ef-0e85-2a45-17fc-401d1b3f8f85"
"0ba93a1b-ac4d-4e7b-976a-548a18be1e52","Enable logging by category group for Experiment Workspaces (microsoft.experimentation/experimentworkspaces) to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for Experiment Workspaces (microsoft.experimentation/experimentworkspaces).","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0ba93a1b-ac4d-4e7b-976a-548a18be1e52"
"0bb5a1fb-b1ad-45fd-880e-a590f2ec8d1c","Enable logging by category group for microsoft.documentdb/cassandraclusters to Storage","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Storage Account for microsoft.documentdb/cassandraclusters.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0bb5a1fb-b1ad-45fd-880e-a590f2ec8d1c"
"0bbfd658-93ab-6f5e-1e19-3c1c1da62d01","Keep accurate accounting of disclosures of information","CMA_C1818 - Keep accurate accounting of disclosures of information","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0bbfd658-93ab-6f5e-1e19-3c1c1da62d01"
"0be51298-f643-4556-88af-d7db90794879","Microsoft Managed Control 1239 - User-Installed Software","Microsoft implements this Configuration Management control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0be51298-f643-4556-88af-d7db90794879"
"0c192fe8-9cbb-4516-85b3-0ade8bd03886","[Deprecated]: API apps should have 'Client Certificates (Incoming client certificates)' enabled","Client certificates allow for the app to request a certificate for incoming requests. Only clients that have a valid certificate will be able to reach the app. We recommend all customers who are still using API Apps to implement the built-in policy called 'App Service apps should have 'Client Certificates (Incoming client certificates)' enabled', which is scoped to include API apps in addition to Web Apps.","App Service","1.0.0-deprecated","/providers/Microsoft.Authorization/policyDefinitions/0c192fe8-9cbb-4516-85b3-0ade8bd03886"
"0c28c3fb-c244-42d5-a9bf-f35f2999577b","Azure SQL Managed Instance should have Microsoft Entra-only authentication enabled","Require Azure SQL Managed Instance to use Microsoft Entra-only authentication. This policy doesn't block Azure SQL Managed instances from being created with local authentication enabled. It does block local authentication from being enabled on resources after create. Consider using the 'Microsoft Entra-only authentication' initiative instead to require both. Learn more at: https://aka.ms/adonlycreate.","SQL","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0c28c3fb-c244-42d5-a9bf-f35f2999577b"
"0c2b3618-68a8-4034-a150-ff4abc873462","Private endpoint connections on Automation Accounts should be enabled","Private endpoint connections allow secure communication by enabling private connectivity to Automation accounts without a need for public IP addresses at the source or destination. Learn more about private endpoints in Azure Automation at https://docs.microsoft.com/azure/automation/how-to/private-link-security","Automation","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0c2b3618-68a8-4034-a150-ff4abc873462"
"0c4bd2e8-8872-4f37-a654-03f6f38ddc76","Application Insights components with Private Link enabled should use Bring Your Own Storage accounts for profiler and debugger.","To support private link and customer-managed key policies, create your own storage account for profiler and debugger. Learn more in https://docs.microsoft.com/azure/azure-monitor/app/profiler-bring-your-own-storage","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0c4bd2e8-8872-4f37-a654-03f6f38ddc76"
"0c92e78e-4667-44f1-8b1d-bbc784b66950","Microsoft Managed Control 1755 - Contacts With Security Groups And Associations","Microsoft implements this Program Management control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0c92e78e-4667-44f1-8b1d-bbc784b66950"
"0ca96127-2f87-46ab-a4fc-0d2a786df1c8","Microsoft Managed Control 1496 - System Security Plan","Microsoft implements this Planning control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0ca96127-2f87-46ab-a4fc-0d2a786df1c8"
"0cfea604-3201-4e14-88fc-fae4c427a6c5","Blocked accounts with owner permissions on Azure resources should be removed","Deprecated accounts with owner permissions should be removed from your subscription.  Deprecated accounts are accounts that have been blocked from signing in.","Security Center","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0cfea604-3201-4e14-88fc-fae4c427a6c5"
"0d04cb93-a0f1-2f4b-4b1b-a72a1b510d08","Assess risk in third party relationships","CMA_0014 - Assess risk in third party relationships","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0d04cb93-a0f1-2f4b-4b1b-a72a1b510d08"
"0d134df8-db83-46fb-ad72-fe0c9428c8dd","[Deprecated]: SQL servers should use customer-managed keys to encrypt data at rest","This policy is deprecated. Please use /providers/Microsoft.Authorization/policyDefinitions/0a370ff3-6cab-4e85-8995-295fd854c5b8 instead.","SQL","2.0.1-deprecated","/providers/Microsoft.Authorization/policyDefinitions/0d134df8-db83-46fb-ad72-fe0c9428c8dd"
"0d40b058-9f95-4a19-93e3-9b0330baa2a3","Private endpoint should be enabled for IoT Hub","Private endpoint connections enforce secure communication by enabling private connectivity to IoT Hub. Configure a private endpoint connection to enable access to traffic coming only from known networks and prevent access from all other IP addresses, including within Azure.","Internet of Things","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0d40b058-9f95-4a19-93e3-9b0330baa2a3"
"0d58f734-c052-40e9-8b2f-a1c2bff0b815","Microsoft Managed Control 1518 - Personnel Termination","Microsoft implements this Personnel Security control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0d58f734-c052-40e9-8b2f-a1c2bff0b815"
"0d87c70b-5012-48e9-994b-e70dd4b8def0","Microsoft Managed Control 1713 - Software & Information Integrity | Integrity Checks","Microsoft implements this System and Information Integrity control","Regulatory Compliance","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0d87c70b-5012-48e9-994b-e70dd4b8def0"
"0d943a9c-a6f1-401f-a792-740cdb09c451","Microsoft Managed Control 1466 - Visitor Access Records","Microsoft implements this Physical and Environmental Protection control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0d943a9c-a6f1-401f-a792-740cdb09c451"
"0d9b45ff-9ddd-43fc-bf59-fbd1c8423053","[Deprecated]: Show audit results from Windows VMs on which Windows Defender Exploit Guard is not enabled","This policy should only be used along with its corresponding deploy policy in an initiative. This definition allows Azure Policy to process the results of auditing Windows virtual machines on which Windows Defender Exploit Guard is not enabled. For more information on Guest Configuration policies, please visit https://aka.ms/gcpol","Guest Configuration","1.0.0-deprecated","/providers/Microsoft.Authorization/policyDefinitions/0d9b45ff-9ddd-43fc-bf59-fbd1c8423053"
"0da106f2-4ca3-48e8-bc85-c638fe6aea8f","Function apps should use managed identity","Use a managed identity for enhanced authentication security","App Service","3.0.0","/providers/Microsoft.Authorization/policyDefinitions/0da106f2-4ca3-48e8-bc85-c638fe6aea8f"
"0da6faeb-d6c6-4f6e-9f49-06277493270b","Enable logging by category group for Web PubSub Service (microsoft.signalrservice/webpubsub) to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for Web PubSub Service (microsoft.signalrservice/webpubsub).","Monitoring","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0da6faeb-d6c6-4f6e-9f49-06277493270b"
"0dac4c0b-0ca4-4c6e-9a09-61917873b3b0","Enable logging by category group for microsoft.networkcloud/baremetalmachines to Event Hub","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to an Event Hub for microsoft.networkcloud/baremetalmachines.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0dac4c0b-0ca4-4c6e-9a09-61917873b3b0"
"0db34a60-64f4-4bf6-bd44-f95c16cf34b9","Deploy a flow log resource with target network security group","Configures flow log for specific network security group. It will allow to log information about IP traffic flowing through an network security group. Flow log helps to identify unknown or undesired traffic, verify network isolation and compliance with enterprise access rules, analyze network flows from compromised IPs and network interfaces.","Network","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0db34a60-64f4-4bf6-bd44-f95c16cf34b9"
"0dcbaf2f-075e-947b-8f4c-74ecc5cd302c","Identify individuals with security roles and responsibilities","CMA_C1566 - Identify individuals with security roles and responsibilities","Regulatory Compliance","1.1.1","/providers/Microsoft.Authorization/policyDefinitions/0dcbaf2f-075e-947b-8f4c-74ecc5cd302c"
"0dced7ab-9ce5-4137-93aa-14c13e06ab17","Microsoft Managed Control 1718 - Software & Information Integrity | Binary Or Machine Executable Code","Microsoft implements this System and Information Integrity control","Regulatory Compliance","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0dced7ab-9ce5-4137-93aa-14c13e06ab17"
"0e07b2e9-6cd9-4c40-9ccb-52817b95133b","Modify - Configure Azure File Sync to disable public network access","The Azure File Sync's internet-accessible public endpoint are disabled by your organizational policy. You may still access the Storage Sync Service via its private endpoint(s).","Storage","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0e07b2e9-6cd9-4c40-9ccb-52817b95133b"
"0e0c742d-5031-4e65-bf96-1bee7cf55740","Enable logging by category group for SignalR (microsoft.signalrservice/signalr) to Storage","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Storage Account for SignalR (microsoft.signalrservice/signalr).","Monitoring","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0e0c742d-5031-4e65-bf96-1bee7cf55740"
"0e246bcf-5f6f-4f87-bc6f-775d4712c7ea","Authorized IP ranges should be defined on Kubernetes Services","Restrict access to the Kubernetes Service Management API by granting API access only to IP addresses in specific ranges. It is recommended to limit access to authorized IP ranges to ensure that only applications from allowed networks can access the cluster.","Security Center","2.0.1","/providers/Microsoft.Authorization/policyDefinitions/0e246bcf-5f6f-4f87-bc6f-775d4712c7ea"
"0e4325e3-228b-40f0-83ae-9c03276858c1","Enable logging by category group for Connected Cache Resources (microsoft.connectedcache/ispcustomers) to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for Connected Cache Resources (microsoft.connectedcache/ispcustomers).","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0e4325e3-228b-40f0-83ae-9c03276858c1"
"0e60b895-3786-45da-8377-9c6b4b6ac5f9","Function apps should have remote debugging turned off","Remote debugging requires inbound ports to be opened on Function apps. Remote debugging should be turned off.","App Service","2.0.0","/providers/Microsoft.Authorization/policyDefinitions/0e60b895-3786-45da-8377-9c6b4b6ac5f9"
"0e6763cc-5078-4e64-889d-ff4d9a839047","Azure Defender for Key Vault should be enabled","Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.","Security Center","1.0.3","/providers/Microsoft.Authorization/policyDefinitions/0e6763cc-5078-4e64-889d-ff4d9a839047"
"0e696f5a-451f-5c15-5532-044136538491","Protect audit information","CMA_0401 - Protect audit information","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0e696f5a-451f-5c15-5532-044136538491"
"0e7201a7-b325-480a-907d-5f198e95e1d3","[Deprecated]: The resource name should follow naming conventions in the region.","The policy defines the naming conventions for the specified resource types in the specified regions","System Policy","1.0.0-deprecated","/providers/Microsoft.Authorization/policyDefinitions/0e7201a7-b325-480a-907d-5f198e95e1d3"
"0e7849de-b939-4c50-ab48-fc6b0f5eeba2","Azure Databricks Workspaces should disable public network access","Disabling public network access improves security by ensuring that the resource isn't exposed on the public internet. You can control exposure of your resources by creating private endpoints instead. Learn more at: https://learn.microsoft.com/azure/databricks/administration-guide/cloud-configurations/azure/private-link. ","Azure Databricks","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0e7849de-b939-4c50-ab48-fc6b0f5eeba2"
"0e80e269-43a4-4ae9-b5bc-178126b8a5cb","Container Apps should only be accessible over HTTPS","Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks. Disabling 'allowInsecure' will result in the automatic redirection of requests from HTTP to HTTPS connections for container apps.","Container Apps","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0e80e269-43a4-4ae9-b5bc-178126b8a5cb"
"0e861bb0-d926-4cdb-b2d6-d59336b8f5b3","Enable logging by category group for microsoft.networkanalytics/dataproducts to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for microsoft.networkanalytics/dataproducts.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0e861bb0-d926-4cdb-b2d6-d59336b8f5b3"
"0eb11858-8d9f-4525-b9ab-cc5eab07d27a","Enable logging by category group for Managed CCF Apps (microsoft.confidentialledger/managedccfs) to Storage","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Storage Account for Managed CCF Apps (microsoft.confidentialledger/managedccfs).","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0eb11858-8d9f-4525-b9ab-cc5eab07d27a"
"0ebe872d-7029-4292-88bc-ad3e2cf3772f","Enable logging by category group for microsoft.network/networksecurityperimeters to Log Analytics","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Log Analytics workspace for microsoft.network/networksecurityperimeters.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0ebe872d-7029-4292-88bc-ad3e2cf3772f"
"0ec47710-77ff-4a3d-9181-6aa50af424d0","Geo-redundant backup should be enabled for Azure Database for MariaDB","Azure Database for MariaDB allows you to choose the redundancy option for your database server. It can be set to a geo-redundant backup storage in which the data is not only stored within the region in which your server is hosted, but is also replicated to a paired region to provide recovery option in case of a region failure. Configuring geo-redundant storage for backup is only allowed during server create.","SQL","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0ec47710-77ff-4a3d-9181-6aa50af424d0"
"0ecd903d-91e7-4726-83d3-a229d7f2e293","[Deprecated]: Deploy prerequisites to enable Guest Configuration Policy on Windows VMs.","This policy creates a system-assigned managed identity and deploys the VM extension for Guest Configuration on Windows VMs. This is a prerequisite for Guest Configuration Policy and must be assigned to the scope before using any Guest Configuration policy. For more information on Guest Configuration policies, please visit https://aka.ms/gcpol.","Guest Configuration","1.2.0-deprecated","/providers/Microsoft.Authorization/policyDefinitions/0ecd903d-91e7-4726-83d3-a229d7f2e293"
"0eddd7f3-3d9b-4927-a07a-806e8ac9486c","Configure Azure Databricks workspace to use private DNS zones","Use private DNS zones to override the DNS resolution for a private endpoint. A private DNS zone links to your virtual network to resolve to Azure Databricks workspaces. Learn more at: https://aka.ms/adbpe.","Azure Databricks","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0eddd7f3-3d9b-4927-a07a-806e8ac9486c"
"0ee79a0c-addf-4ce9-9b3c-d9576ed5e20e","Microsoft Managed Control 1601 - Developer Security Testing And Evaluation","Microsoft implements this System and Services Acquisition control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0ee79a0c-addf-4ce9-9b3c-d9576ed5e20e"
"0ef5aac7-c064-427a-b87b-d47b3ddcaf73","Configure Batch accounts with private endpoints","Private endpoints connect your virtual network to Azure services without a public IP address at the source or destination. By mapping private endpoints to Batch accounts, you can reduce data leakage risks. Learn more about private links at: https://docs.microsoft.com/azure/batch/private-connectivity.","Batch","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0ef5aac7-c064-427a-b87b-d47b3ddcaf73"
"0f2d8593-4667-4932-acca-6a9f187af109","[Preview]: Audit Azure Spring Cloud instances where distributed tracing is not enabled","Distributed tracing tools in Azure Spring Cloud allow debugging and monitoring the complex interconnections between microservices in an application. Distributed tracing tools should be enabled and in a healthy state.","App Platform","1.0.0-preview","/providers/Microsoft.Authorization/policyDefinitions/0f2d8593-4667-4932-acca-6a9f187af109"
"0f31d98d-5ce2-705b-4aa5-b4f6705110dd","Prepare alternate processing site for use as operational site","CMA_C1278 - Prepare alternate processing site for use as operational site","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0f31d98d-5ce2-705b-4aa5-b4f6705110dd"
"0f3c4ac2-3e35-4906-a80b-473b12a622d7","Microsoft Managed Control 1476 - Fire Protection","Microsoft implements this Physical and Environmental Protection control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0f3c4ac2-3e35-4906-a80b-473b12a622d7"
"0f4f6750-d1ab-4a4c-8dfd-af3237682665","Microsoft Managed Control 1204 - Access Restrictions For Change | Review System Changes","Microsoft implements this Configuration Management control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0f4f6750-d1ab-4a4c-8dfd-af3237682665"
"0f4fa857-079d-9d3d-5c49-21f616189e03","Provide real-time alerts for audit event failures","CMA_C1114 - Provide real-time alerts for audit event failures","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0f4fa857-079d-9d3d-5c49-21f616189e03"
"0f559588-5e53-4b14-a7c4-85d28ebc2234","Microsoft Managed Control 1430 - Media Labeling","Microsoft implements this Media Protection control","Regulatory Compliance","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0f559588-5e53-4b14-a7c4-85d28ebc2234"
"0f708273-cf83-4d29-b31b-ebaf8d0eb8c2","Enable logging by category group for Azure FarmBeats (microsoft.agfoodplatform/farmbeats) to Storage","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Storage Account for Azure FarmBeats (microsoft.agfoodplatform/farmbeats).","Monitoring","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0f708273-cf83-4d29-b31b-ebaf8d0eb8c2"
"0f935dab-83d6-47b8-85ef-68b8584161b9","Microsoft Managed Control 1574 - Acquisitions Process","Microsoft implements this System and Services Acquisition control","Regulatory Compliance","1.0.1","/providers/Microsoft.Authorization/policyDefinitions/0f935dab-83d6-47b8-85ef-68b8584161b9"
"0f98368e-36bc-4716-8ac2-8f8067203b63","Configure App Service apps to only be accessible over HTTPS","Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.","App Service","2.0.0","/providers/Microsoft.Authorization/policyDefinitions/0f98368e-36bc-4716-8ac2-8f8067203b63"
"0fb8d3ce-9e96-481c-9c68-88d4e3019310","Microsoft Managed Control 1164 - Continuous Monitoring","Microsoft implements this Security Assessment and Authorization control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0fb8d3ce-9e96-481c-9c68-88d4e3019310"
"0fc39691-5a3f-4e3e-94ee-2e6447309ad9","[Deprecated]: Azure running container images should have vulnerabilities resolved (powered by Qualys)","As outlined in the unified vulnerability assessment solution strategy blog (https://aka.ms/MDCUnifiedVAblog), we have made a strategic decision to unify all vulnerability assessment solutions in Defender for Cloud to use Defender vulnerability management. As part of this change, the built-in Qualys offering is now retired. See https://aka.ms/TransitionToMDVM4Containers for more information and transition guidelines.","Security Center","1.1.0-deprecated","/providers/Microsoft.Authorization/policyDefinitions/0fc39691-5a3f-4e3e-94ee-2e6447309ad9"
"0fc3db37-e59a-48c1-84e9-1780cedb409e","Microsoft Managed Control 1017 - Account Management | Inactivity Logout","Microsoft implements this Access Control control","Regulatory Compliance","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0fc3db37-e59a-48c1-84e9-1780cedb409e"
"0fc55270-f8bf-4feb-b7b8-5e7e7eacc6a6","Azure Monitor Private Link Scope should use private link","Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Monitor Private Links Scope, you can reduce data leakage risks. Learn more about private links at: https://docs.microsoft.com/azure/azure-monitor/logs/private-link-security.","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0fc55270-f8bf-4feb-b7b8-5e7e7eacc6a6"
"0fc92280-604b-4f23-9e04-5ef98d1a28df","[Preview]: SQL Managed Instances should be Zone Redundant","SQL Managed Instances can be configured to be Zone Redundant or not. Instances with the 'zoneRedundant' setting set to 'false' are not configured for zone redundancy. This policy helps identify SQL managedInstances that need zone redundancy configuration to enhance availability and resilience within Azure.","Resilience","1.0.0-preview","/providers/Microsoft.Authorization/policyDefinitions/0fc92280-604b-4f23-9e04-5ef98d1a28df"
"0fcf2d91-8951-43be-9505-ab43dee2f580","Enable logging by category group for Azure Cosmos DB accounts (microsoft.documentdb/databaseaccounts) to Storage","Resource logs should be enabled to track activities and events that take place on your resources and give you visibility and insights into any changes that occur. This policy deploys a diagnostic setting using a category group to route logs to a Storage Account for Azure Cosmos DB accounts (microsoft.documentdb/databaseaccounts).","Monitoring","1.0.0","/providers/Microsoft.Authorization/policyDefinitions/0fcf2d91-8951-43be-9505-ab43dee2f580"
"0fd1ca29-677b-2f12-1879-639716459160","Maintain data breach records","CMA_0351 - Maintain data breach records","Regulatory Compliance","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0fd1ca29-677b-2f12-1879-639716459160"
"0fd9915e-cab3-4f24-b200-6e20e1aa276a","Lab Services should require non-admin user for labs","This policy requires non-admin user accounts to be created for the labs managed through lab-services.","Lab Services","1.1.0","/providers/Microsoft.Authorization/policyDefinitions/0fd9915e-cab3-4f24-b200-6e20e1aa276a"
